,video,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,MOS,content,resolution,bitrate,bitrate_mu,AQ,is_AQ_test,level,reference,sureal,MOS_y,sureal_y,aDMOS,sureal_DMOS
168,BTFB-01h05m40s_res2160_mu11200_sigma300_rate11099_aqOn.yuv,57,48,43,56,,86,49,65,66,55,85,83.0,81,64,89,64,64,42,51,50,73,59,36,42,61,60,49,77,65,35,72,69,80,81,80,73,46,75,46,74,73.0,78,87,64.02380952380952,BTFB-01h05m40s,2160p,11099,11200,On,True,2160p_11200,BTFB-01h05m40s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,64.86330066228773,64.23809523809524,64.89558915562561,0.2142857142857224,0.0322884933378873
169,BTFB-01h05m40s_res2160_mu3000_sigma300_rate3123_aqOff.yuv,74,74,18,60,47.0,39,25,7,51,55,54,73.0,47,46,84,53,53,38,15,56,50,34,73,33,52,58,43,72,48,38,48,40,78,72,75,33,26,38,34,55,70.0,74,45,50.18604651162791,BTFB-01h05m40s,2160p,3123,3000,Off,True,2160p_3000,BTFB-01h05m40s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,51.60276632982538,64.23809523809524,64.89558915562561,14.052048726467333,13.292822825800236
170,BTFB-01h05m40s_res1080_mu500_sigma100_rate481_aqOn.yuv,22,8,20,23,4.0,14,12,10,16,35,63,32.0,38,28,16,19,14,8,6,36,40,12,63,5,30,60,39,25,23,5,11,28,35,52,25,49,10,16,4,33,20.0,12,24,24.302325581395348,BTFB-01h05m40s,1080p,481,500,On,True,1080p_500,BTFB-01h05m40s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,24.90130454372534,64.23809523809524,64.89558915562561,39.93576965669989,39.99428461190027
171,BTFB-01h05m40s_res2160_mu3000_sigma300_rate3123_aqOn.yuv,81,65,26,78,,69,29,61,59,66,78,77.0,72,50,67,46,34,30,30,72,60,50,67,34,65,42,80,71,64,29,51,62,78,79,79,61,90,63,57,75,63.0,82,62,60.80952380952381,BTFB-01h05m40s,2160p,3123,3000,On,True,2160p_3000,BTFB-01h05m40s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,61.60290424282186,64.23809523809524,64.89558915562561,3.4285714285714306,3.2926849128037574
172,BTFB-01h05m40s_res1080_mu1200_sigma100_rate1172_aqOff.yuv,78,49,25,36,28.0,52,32,38,59,54,81,59.0,56,40,46,32,21,21,24,47,64,28,40,11,57,37,56,67,41,51,41,64,30,62,49,32,10,46,35,78,53.0,18,18,43.395348837209305,BTFB-01h05m40s,1080p,1172,1200,Off,True,1080p_1200,BTFB-01h05m40s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,45.905247527150856,64.23809523809524,64.89558915562561,20.842746400885936,18.99034162847476
173,BTFB-01h05m40s_res2160_mu1000_sigma100_rate985_aqOn.yuv,45,15,15,14,7.0,23,4,36,10,7,18,48.0,49,19,40,44,2,2,1,37,34,5,37,10,18,46,17,25,36,14,9,14,53,37,20,20,9,21,15,20,23.0,19,16,22.186046511627907,BTFB-01h05m40s,2160p,985,1000,On,True,2160p_1000,BTFB-01h05m40s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,22.98786362870191,64.23809523809524,64.89558915562561,42.05204872646733,41.907725526923706
174,BTFB-01h05m40s_res720_mu1500_sigma100_rate1597_aqOn.yuv,71,75,27,62,65.0,72,35,32,66,73,67,66.0,62,55,34,50,48,42,81,64,73,43,65,13,57,72,74,57,57,50,57,70,79,75,70,60,53,74,43,93,75.0,81,43,60.02325581395349,BTFB-01h05m40s,720p,1597,1500,On,True,720p_1500,BTFB-01h05m40s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,60.865557147907055,64.23809523809524,64.89558915562561,4.214839424141751,4.03003200771856
175,BTFB-01h05m40s_res600_mu800_sigma50_rate779_aqOn.yuv,76,73,38,54,56.0,59,30,30,73,71,49,67.0,60,37,39,43,30,52,55,55,38,30,48,36,42,66,49,52,39,65,40,56,56,52,44,40,51,48,43,76,48.0,62,77,51.27906976744186,BTFB-01h05m40s,600p,779,800,On,True,600p_800,BTFB-01h05m40s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,51.14556544698865,64.23809523809524,64.89558915562561,12.95902547065338,13.750023708636967
176,BTFB-01h05m40s_res720_mu1500_sigma100_rate1597_aqOff.yuv,65,60,42,62,,41,52,32,63,66,67,69.0,54,49,38,48,42,28,57,68,45,60,44,48,59,46,75,51,36,9,52,59,65,73,71,61,47,44,43,95,74.0,78,74,55.04761904761905,BTFB-01h05m40s,720p,1597,1500,Off,True,720p_1500,BTFB-01h05m40s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,55.74958341267338,64.23809523809524,64.89558915562561,9.19047619047619,9.146005742952234
177,BTFB-01h05m40s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,79,74,43,43,,85,49,63,73,52,78,82.0,67,49,76,48,76,66,55,49,73,84,40,49,56,51,83,64,73,37,60,69,84,82,66,31,63,73,41,78,94.0,66,74,64.23809523809524,BTFB-01h05m40s,2160p,100000,100000,On,True,2160p_100000,BTFB-01h05m40s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,64.89558915562561,64.23809523809524,64.89558915562561,0.0,0.0
178,BTFB-01h05m40s_res600_mu800_sigma50_rate779_aqOff.yuv,63,58,33,61,16.0,51,26,23,53,32,63,44.0,49,37,38,51,34,21,31,54,36,39,41,49,43,31,45,49,55,57,44,53,61,63,43,65,63,40,37,77,49.0,59,37,45.906976744186046,BTFB-01h05m40s,600p,779,800,Off,True,600p_800,BTFB-01h05m40s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,47.04979141324955,64.23809523809524,64.89558915562561,18.331118493909194,17.845797742376064
179,BTFB-01h05m40s_res1080_mu5400_sigma300_rate5202_aqOn.yuv,61,90,43,65,72.0,59,47,37,63,72,79,77.0,81,60,37,55,78,12,52,53,49,46,87,75,72,80,50,65,75,62,48,59,75,74,75,53,76,63,42,97,78.0,65,80,63.69767441860465,BTFB-01h05m40s,1080p,5202,5400,On,True,1080p_5400,BTFB-01h05m40s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,64.50086573192513,64.23809523809524,64.89558915562561,0.540420819490592,0.3947234237004835
180,BTFB-01h05m40s_res1080_mu1200_sigma100_rate1172_aqOn.yuv,68,37,39,68,45.0,66,4,60,31,49,46,60.0,62,44,23,45,38,31,28,27,50,31,71,56,48,40,43,64,41,71,41,56,62,59,81,35,50,49,36,70,51.0,58,64,48.7906976744186,BTFB-01h05m40s,1080p,1172,1200,On,True,1080p_1200,BTFB-01h05m40s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,48.9188963433074,64.23809523809524,64.89558915562561,15.447397563676638,15.976692812318213
181,EplLeyVsWre-day_res2160_mu1700_sigma0_rate1700_aqOn.yuv,17,38,32,37,,39,9,77,55,55,39,35.0,50,38,36,29,18,27,14,36,28,14,33,38,37,47,43,41,31,5,36,18,34,56,41,37,26,14,44,62,35.0,6,9,33.714285714285715,EplLeyVsWre-day,2160p,1700,1700,On,False,2160p_1700,EplLeyVsWre-day_res2160_mu100000_sigma0_rate100000_aqOn.yuv,34.49798871537336,76.81395348837209,76.37482029330873,43.09966777408638,41.87683157793537
182,EplLeyVsWre-day_res1080_mu1200_sigma100_rate1327_aqOn.yuv,50,39,22,34,33.0,31,25,63,50,66,38,45.0,56,46,14,33,18,49,57,39,46,30,41,50,51,46,70,39,41,28,56,46,42,54,60,52,41,26,52,55,50.0,16,36,42.69767441860465,EplLeyVsWre-day,1080p,1327,1200,On,False,1080p_1200,EplLeyVsWre-day_res2160_mu100000_sigma0_rate100000_aqOn.yuv,43.41999826537696,76.81395348837209,76.37482029330873,34.116279069767444,32.95482202793177
183,EplLeyVsWre-day_res2160_mu3000_sigma300_rate2906_aqOn.yuv,45,42,34,54,34.0,65,21,6,42,72,65,73.0,62,49,33,46,21,27,48,67,40,32,30,51,54,63,50,42,39,52,48,43,72,57,85,60,34,63,58,69,50.0,37,42,48.30232558139535,EplLeyVsWre-day,2160p,2906,3000,On,False,2160p_3000,EplLeyVsWre-day_res2160_mu100000_sigma0_rate100000_aqOn.yuv,49.34561456142482,76.81395348837209,76.37482029330873,28.51162790697674,27.029205731883913
184,EplLeyVsWre-day_res2160_mu11200_sigma300_rate11327_aqOn.yuv,50,98,41,72,,91,26,92,81,84,61,44.0,79,48,47,69,77,65,71,41,75,48,73,60,64,61,80,81,65,85,76,54,86,92,92,56,69,72,99,76,65.0,80,69,69.4047619047619,EplLeyVsWre-day,2160p,11327,11200,On,False,2160p_11200,EplLeyVsWre-day_res2160_mu100000_sigma0_rate100000_aqOn.yuv,68.62418127516212,76.81395348837209,76.37482029330873,7.409191583610195,7.7506390181466145
185,EplLeyVsWre-day_res600_mu800_sigma200_rate835_aqOn.yuv,58,46,16,47,40.0,46,23,19,45,44,55,22.0,36,27,18,21,18,19,12,40,24,25,46,60,58,44,36,39,37,28,50,44,40,49,35,56,13,25,44,60,27.0,14,17,35.41860465116279,EplLeyVsWre-day,600p,835,800,On,False,600p_800,EplLeyVsWre-day_res2160_mu100000_sigma0_rate100000_aqOn.yuv,36.72582262859165,76.81395348837209,76.37482029330873,41.395348837209305,39.64899766471708
186,EplLeyVsWre-day_res720_mu1500_sigma300_rate1565_aqOn.yuv,60,66,19,42,56.0,40,46,28,55,60,56,73.0,65,50,34,39,43,41,38,41,48,29,21,49,36,40,48,55,49,7,52,49,42,68,67,37,61,35,67,60,51.0,31,53,46.674418604651166,EplLeyVsWre-day,720p,1565,1500,On,False,720p_1500,EplLeyVsWre-day_res2160_mu100000_sigma0_rate100000_aqOn.yuv,47.89232174197543,76.81395348837209,76.37482029330873,30.139534883720927,28.4824985513333
187,EplLeyVsWre-day_res1080_mu5400_sigma300_rate5841_aqOn.yuv,83,73,69,47,73.0,70,77,76,66,70,53,63.0,75,49,66,47,56,81,75,68,48,49,58,77,53,57,65,62,65,74,63,60,58,73,96,57,61,22,82,78,70.0,39,49,64.02325581395348,EplLeyVsWre-day,1080p,5841,5400,On,False,1080p_5400,EplLeyVsWre-day_res2160_mu100000_sigma0_rate100000_aqOn.yuv,63.33586453101098,76.81395348837209,76.37482029330873,12.79069767441861,13.038955762297753
188,EplLeyVsWre-day_res2160_mu100000_sigma0_rate100000_aqOn.yuv,82,98,56,69,96.0,80,97,55,86,85,69,78.0,83,66,83,72,89,95,71,79,69,60,52,85,70,63,90,74,78,62,75,54,58,92,100,62,71,75,98,77,83.0,99,67,76.81395348837209,EplLeyVsWre-day,2160p,100000,100000,On,False,2160p_100000,EplLeyVsWre-day_res2160_mu100000_sigma0_rate100000_aqOn.yuv,76.37482029330873,76.81395348837209,76.37482029330873,0.0,0.0
189,EplLeyVsWre-day_res1080_mu500_sigma100_rate455_aqOn.yuv,40,37,4,28,,13,5,16,14,32,21,18.0,13,9,1,14,3,11,1,20,2,4,4,19,24,5,21,17,8,2,10,28,17,26,7,23,11,4,10,1,8.0,1,1,13.166666666666666,EplLeyVsWre-day,1080p,455,500,On,False,1080p_500,EplLeyVsWre-day_res2160_mu100000_sigma0_rate100000_aqOn.yuv,13.54115813278297,76.81395348837209,76.37482029330873,63.64728682170543,62.83366216052576
190,MSPY-2_res600_mu800_sigma200_rate839_aqOn.yuv,74,62,23,66,,64,37,58,62,87,74,62.0,78,53,59,49,61,73,74,60,49,42,44,74,50,67,70,49,59,45,42,55,57,50,58,43,75,50,94,70,55.0,89,66,60.214285714285715,MSPY-2,600p,839,800,On,False,600p_800,MSPY-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,58.43469502499489,75.23809523809524,75.05221128659588,15.023809523809526,16.61751626160099
191,MSPY-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,79,68,44,82,,93,85,65,76,77,80,80.0,86,64,90,77,79,88,74,67,77,78,55,77,74,84,86,77,83,56,56,64,88,75,79,53,49,82,88,73,86.0,82,84,75.23809523809524,MSPY-2,2160p,100000,100000,On,False,2160p_100000,MSPY-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,75.05221128659588,75.23809523809524,75.05221128659588,0.0,0.0
192,MSPY-2_res2160_mu3000_sigma300_rate3233_aqOn.yuv,92,87,50,66,62.0,56,58,41,82,85,73,,85,67,42,78,71,99,74,67,65,77,62,72,62,67,85,72,70,45,70,62,79,67,60,67,67,69,82,94,69.0,90,91,70.92857142857143,MSPY-2,2160p,3233,3000,On,False,2160p_3000,MSPY-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,71.73445875414282,75.23809523809524,75.05221128659588,4.30952380952381,3.3177525324530563
193,MSPY-2_res1080_mu1200_sigma100_rate1243_aqOn.yuv,81,79,40,80,,55,72,42,79,72,72,75.0,76,66,55,73,60,62,54,69,63,65,78,82,58,83,77,55,83,65,75,55,59,80,57,65,52,83,66,91,73.0,87,60,68.42857142857143,MSPY-2,1080p,1243,1200,On,False,1080p_1200,MSPY-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,69.16984153474705,75.23809523809524,75.05221128659588,6.80952380952381,5.882369751848827
194,MSPY-2_res720_mu1500_sigma300_rate1778_aqOn.yuv,80,73,49,49,67.0,73,41,58,65,62,88,80.0,81,67,45,58,63,91,75,31,84,71,60,84,55,77,53,70,85,61,64,69,71,79,75,61,88,72,70,91,70.0,60,76,68.4186046511628,MSPY-2,720p,1778,1500,On,False,720p_1500,MSPY-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,68.17022959874633,75.23809523809524,75.05221128659588,6.819490586932446,6.881981687849546
195,MSPY-2_res2160_mu11200_sigma300_rate11016_aqOn.yuv,78,85,43,62,,56,67,63,64,82,76,77.0,83,80,86,73,62,94,89,59,91,67,51,81,60,89,72,68,73,68,85,78,82,82,76,63,72,75,69,78,67.0,74,66,73.0,MSPY-2,2160p,11016,11200,On,False,2160p_11200,MSPY-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,72.2918149510758,75.23809523809524,75.05221128659588,2.238095238095241,2.7603963355200705
196,MSPY-2_res2160_mu1000_sigma100_rate1104_aqOn.yuv,78,63,49,58,64.0,46,31,60,75,56,76,84.0,67,54,64,59,55,68,73,60,44,31,58,76,63,52,55,49,54,45,40,55,77,85,82,58,64,57,88,54,46.0,53,80,60.604651162790695,MSPY-2,2160p,1104,1000,On,False,2160p_1000,MSPY-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,59.18482805519195,75.23809523809524,75.05221128659588,14.633444075304546,15.867383231403927
197,MSPY-2_res1080_mu500_sigma100_rate614_aqOn.yuv,66,71,20,59,42.0,73,49,38,57,77,71,52.0,82,60,49,63,47,75,67,59,56,37,54,74,54,52,45,41,62,25,49,40,38,61,45,62,67,56,60,59,64.0,98,50,56.41860465116279,MSPY-2,1080p,614,500,On,False,1080p_500,MSPY-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,55.474714914305466,75.23809523809524,75.05221128659588,18.819490586932453,19.577496372290412
198,MSPY-2_res1080_mu5400_sigma300_rate5530_aqOn.yuv,83,83,48,58,75.0,90,80,54,72,78,79,,85,70,59,93,60,88,80,63,78,60,53,72,56,89,59,69,72,59,48,69,79,93,75,62,68,74,91,94,71.0,100,84,73.16666666666667,MSPY-2,1080p,5530,5400,On,False,1080p_5400,MSPY-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,72.13782641777452,75.23809523809524,75.05221128659588,2.0714285714285694,2.914384868821358
199,COVT-107_res1080_mu1200_sigma100_rate1180_aqOn.yuv,64,54,62,52,58.0,72,49,27,48,76,76,63.0,84,53,39,58,46,67,52,73,24,58,76,70,62,41,78,48,52,53,52,54,41,78,79,28,57,52,87,66,68.0,97,69,59.604651162790695,COVT-107,1080p,1180,1200,On,False,1080p_1200,COVT-107_res2160_mu100000_sigma0_rate100000_aqOn.yuv,59.553679830784574,79.82926829268293,79.71463358804901,20.22461712989223,20.160953757264437
200,COVT-107_res1080_mu500_sigma100_rate588_aqOn.yuv,50,38,40,41,,57,46,73,59,84,70,74.0,64,45,42,64,37,49,23,63,37,43,54,64,57,24,56,53,56,14,43,56,57,68,63,44,56,60,90,46,75.0,39,55,53.07142857142857,COVT-107,1080p,588,500,On,False,1080p_500,COVT-107_res2160_mu100000_sigma0_rate100000_aqOn.yuv,53.5030913246847,79.82926829268293,79.71463358804901,26.757839721254356,26.211542263364308
201,COVT-107_res2160_mu100000_sigma0_rate100000_aqOn.yuv,83,95,81,89,,95,76,38,65,74,88,73.0,86,68,84,78,86,93,71,80,86,81,75,61,71,72,89,78,87,63,72,81,80,89,86,62,92,72,87,96,,100,90,79.82926829268293,COVT-107,2160p,100000,100000,On,False,2160p_100000,COVT-107_res2160_mu100000_sigma0_rate100000_aqOn.yuv,79.71463358804901,79.82926829268293,79.71463358804901,0.0,0.0
202,COVT-107_res600_mu800_sigma200_rate587_aqOn.yuv,58,75,56,60,41.0,33,43,67,71,78,81,56.0,58,45,43,49,39,38,54,54,48,32,55,45,58,69,47,55,56,24,38,65,53,54,43,56,59,50,71,53,50.0,42,66,53.2093023255814,COVT-107,600p,587,800,On,False,600p_800,COVT-107_res2160_mu100000_sigma0_rate100000_aqOn.yuv,52.947167557531095,79.82926829268293,79.71463358804901,26.61996596710153,26.767466030517916
203,COVT-107_res2160_mu11200_sigma300_rate11041_aqOn.yuv,50,48,78,73,93.0,92,72,11,78,74,100,,91,68,95,87,91,86,75,83,73,81,63,80,69,71,82,73,84,66,76,87,76,98,98,43,73,76,91,97,96.0,100,95,78.4047619047619,COVT-107,2160p,11041,11200,On,False,2160p_11200,COVT-107_res2160_mu100000_sigma0_rate100000_aqOn.yuv,79.53774150487031,79.82926829268293,79.71463358804901,1.4245063879210278,0.17689208317869998
204,COVT-107_res1080_mu5400_sigma300_rate5513_aqOn.yuv,73,74,81,84,79.0,74,61,68,73,48,93,75.0,86,56,86,76,57,74,67,65,73,73,45,47,73,88,79,76,79,64,75,79,81,97,85,66,71,53,90,73,85.0,100,84,74.09302325581395,COVT-107,1080p,5513,5400,On,False,1080p_5400,COVT-107_res2160_mu100000_sigma0_rate100000_aqOn.yuv,74.5250687743687,79.82926829268293,79.71463358804901,5.736245036868979,5.189564813680306
205,COVT-107_res2160_mu3000_sigma300_rate2669_aqOn.yuv,40,62,55,56,69.0,80,49,55,63,87,72,74.0,75,53,76,74,87,72,76,67,75,48,77,92,62,61,73,67,68,60,50,69,69,49,74,55,82,87,92,79,91.0,90,67,69.27906976744185,COVT-107,2160p,2669,3000,On,False,2160p_3000,COVT-107_res2160_mu100000_sigma0_rate100000_aqOn.yuv,68.06119819885701,79.82926829268293,79.71463358804901,10.550198525241072,11.653435389191998
206,COVT-107_res2160_mu1000_sigma100_rate1021_aqOn.yuv,72,50,50,77,,49,30,64,56,49,70,72.0,65,50,35,66,51,60,60,64,36,41,47,59,41,52,66,47,71,22,31,54,44,63,54,54,47,59,86,45,,59,84,54.926829268292686,COVT-107,2160p,1021,1000,On,False,2160p_1000,COVT-107_res2160_mu100000_sigma0_rate100000_aqOn.yuv,54.49641754342391,79.82926829268293,79.71463358804901,24.90243902439024,25.218216044625102
207,COVT-107_res720_mu1500_sigma300_rate1328_aqOn.yuv,69,70,52,63,73.0,66,41,63,62,74,89,75.0,84,49,59,58,61,47,55,74,90,49,63,56,62,83,64,63,56,61,59,59,62,48,89,43,60,53,93,80,60.0,63,75,64.53488372093024,COVT-107,720p,1328,1500,On,False,720p_1500,COVT-107_res2160_mu100000_sigma0_rate100000_aqOn.yuv,64.1580473056089,79.82926829268293,79.71463358804901,15.294384571752687,15.556586282440108
208,CIND-00h13m44s_res600_mu800_sigma50_rate831_aqOff.yuv,40,37,30,35,31.0,30,17,72,45,55,49,40.0,43,31,22,57,16,48,7,40,26,17,29,36,35,40,36,44,33,15,25,22,37,36,38,24,16,24,40,34,39.0,37,5,33.325581395348834,CIND-00h13m44s,600p,831,800,Off,True,600p_800,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,33.882765352196245,83.51162790697674,83.79683883855255,50.18604651162791,49.9140734863563
209,CIND-00h13m44s_res720_mu1500_sigma100_rate1568_aqOff.yuv,56,49,42,44,,57,25,31,58,83,74,51.0,54,45,40,46,45,43,63,50,43,28,30,71,54,62,51,49,44,33,53,32,60,70,59,37,33,66,33,55,49.0,68,14,48.80952380952381,CIND-00h13m44s,720p,1568,1500,Off,True,720p_1500,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,48.7482446196987,83.51162790697674,83.79683883855255,34.70210409745293,35.04859421885384
210,CIND-00h13m44s_res2160_mu3000_sigma300_rate2750_aqOn.yuv,35,71,43,39,,63,22,91,78,65,66,65.0,73,49,55,47,39,67,83,76,42,69,81,59,46,69,75,65,71,60,61,51,37,59,65,39,34,49,53,64,61.0,48,50,57.976190476190474,CIND-00h13m44s,2160p,2750,3000,On,True,2160p_3000,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,58.51155256119038,83.51162790697674,83.79683883855255,25.535437430786267,25.285286277362168
211,CIND-00h13m44s_res600_mu800_sigma50_rate831_aqOn.yuv,45,31,16,40,35.0,57,21,35,28,51,44,55.0,40,48,5,30,11,38,46,50,28,26,31,48,36,35,38,39,34,18,30,36,40,49,41,34,34,20,35,36,37.0,35,35,35.372093023255815,CIND-00h13m44s,600p,831,800,On,True,600p_800,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,35.718809504446355,83.51162790697674,83.79683883855255,48.13953488372093,48.07802933410619
212,CIND-00h13m44s_res2160_mu3000_sigma300_rate2750_aqOff.yuv,56,47,41,52,49.0,58,40,71,50,89,63,56.0,43,60,31,66,37,57,50,75,39,42,47,70,39,37,67,58,62,41,53,40,31,64,43,21,32,22,46,52,66.0,87,43,51.0,CIND-00h13m44s,2160p,2750,3000,Off,True,2160p_3000,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,51.32221175635848,83.51162790697674,83.79683883855255,32.51162790697674,32.47462708219407
213,CIND-00h13m44s_res1080_mu5400_sigma300_rate5587_aqOn.yuv,50,100,25,84,89.0,89,54,96,78,63,95,86.0,86,65,58,62,61,86,99,61,87,63,69,95,73,96,72,98,75,70,68,58,74,97,88,63,76,80,88,98,67.0,73,86,76.76744186046511,CIND-00h13m44s,1080p,5587,5400,On,True,1080p_5400,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,75.92385614761658,83.51162790697674,83.79683883855255,6.744186046511629,7.87298269093597
214,CIND-00h13m44s_res2160_mu11200_sigma300_rate11366_aqOn.yuv,86,87,77,86,75.0,92,89,93,82,81,70,81.0,95,82,99,75,91,90,100,95,88,91,84,95,69,91,90,89,79,91,76,73,86,98,98,70,77,69,94,100,90.0,100,89,86.34883720930233,CIND-00h13m44s,2160p,11366,11200,On,True,2160p_11200,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,85.34210817435134,83.51162790697674,83.79683883855255,-2.83720930232559,-1.5452693357987926
215,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,87,86,67,94,81.0,94,25,23,84,78,82,88.0,80,75,98,81,87,100,100,60,99,95,95,97,68,82,94,78,91,52,77,86,95,90,93,72,93,87,93,100,98.0,100,86,83.51162790697674,CIND-00h13m44s,2160p,100000,100000,On,True,2160p_100000,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,83.79683883855255,83.51162790697674,83.79683883855255,0.0,0.0
216,CIND-00h13m44s_res1080_mu1200_sigma100_rate1231_aqOff.yuv,54,37,35,46,,41,27,30,43,56,78,37.0,64,49,41,27,39,49,42,48,34,26,45,79,62,60,39,50,49,26,29,33,43,63,39,35,22,13,40,42,49.0,39,25,42.5,CIND-00h13m44s,1080p,1231,1200,Off,True,1080p_1200,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,42.65491659998973,83.51162790697674,83.79683883855255,41.01162790697674,41.14192223856281
217,CIND-00h13m44s_res1080_mu500_sigma100_rate499_aqOn.yuv,43,10,20,34,10.0,21,3,13,29,51,24,31.0,38,30,2,27,1,4,1,30,15,6,23,18,39,30,19,17,32,1,15,4,28,30,28,28,10,5,6,10,3.0,13,1,18.674418604651162,CIND-00h13m44s,1080p,499,500,On,True,1080p_500,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,20.410197089258837,83.51162790697674,83.79683883855255,64.83720930232558,63.38664174929371
218,CIND-00h13m44s_res720_mu1500_sigma100_rate1568_aqOn.yuv,75,73,40,71,36.0,60,32,48,63,64,71,49.0,75,49,57,46,36,61,48,67,28,41,69,68,41,38,41,52,47,61,39,58,55,56,69,65,55,31,48,52,51.0,51,21,52.51162790697674,CIND-00h13m44s,720p,1568,1500,On,True,720p_1500,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,52.32704024690957,83.51162790697674,83.79683883855255,31.0,31.469798591642977
219,CIND-00h13m44s_res1080_mu1200_sigma100_rate1231_aqOn.yuv,41,66,41,56,,47,46,33,55,62,59,64.0,51,46,32,43,29,49,12,60,39,42,32,71,63,47,35,48,46,36,28,45,56,68,39,33,64,25,64,50,40.0,38,58,46.642857142857146,CIND-00h13m44s,1080p,1231,1200,On,True,1080p_1200,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,46.78446350382061,83.51162790697674,83.79683883855255,36.868770764119596,37.012375334731935
220,CIND-00h13m44s_res2160_mu1000_sigma100_rate1011_aqOn.yuv,24,39,9,42,,23,29,32,44,56,23,37.0,40,38,25,28,12,7,6,34,6,7,22,37,36,57,25,34,47,3,21,13,34,32,17,30,17,5,12,26,14.0,9,9,25.261904761904763,CIND-00h13m44s,2160p,1011,1000,On,True,2160p_1000,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,26.96445263887987,83.51162790697674,83.79683883855255,58.24972314507198,56.832386199672676
221,CHMA-313-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,86,100,78,79,86.0,89,77,81,73,36,73,79.0,83,77,96,75,88,99,100,79,92,77,44,80,58,89,89,92,78,89,76,73,17,98,100,79,85,96,82,96,80.0,100,85,81.13953488372093,CHMA-313-2,2160p,100000,100000,On,False,2160p_100000,CHMA-313-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,80.24184061324254,81.13953488372093,80.24184061324254,0.0,0.0
222,CHMA-313-2_res600_mu800_sigma200_rate695_aqOn.yuv,71,67,66,59,59.0,43,39,78,61,74,95,,77,51,44,38,66,86,90,59,30,62,71,71,48,76,40,57,59,70,52,71,65,60,62,43,62,49,66,62,64.0,79,87,62.595238095238095,CHMA-313-2,600p,695,800,On,False,600p_800,CHMA-313-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,60.71257648653386,81.13953488372093,80.24184061324254,18.544296788482832,19.529264126708682
223,CHMA-313-2_res1080_mu500_sigma100_rate638_aqOn.yuv,63,49,35,43,,35,27,67,50,58,85,68.0,70,36,42,27,26,33,51,42,36,41,32,73,55,65,55,56,36,48,33,34,40,24,39,37,31,27,39,49,40.0,37,51,44.88095238095238,CHMA-313-2,1080p,638,500,On,False,1080p_500,CHMA-313-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,44.6492518912539,81.13953488372093,80.24184061324254,36.25858250276855,35.59258872198865
